InputSize,ProgramSize,BSS,RoData,Text,InputType,STSclass
1650,18135,598,4977,35760,Reverse Sorted,Medium burst
9095,46064,486,4173,47636,Random,Very long burst
7592,4370,268,4561,49564,Reverse Sorted,Long burst
3501,34594,102,1760,26089,Reverse Sorted,Medium burst
7547,9717,812,3525,38808,Constant,Medium burst
5524,18102,792,591,28737,Constant,Medium burst
4341,1105,542,214,1214,Constant,Very short burst
3261,22843,583,2305,39514,Random,Long burst
4255,13503,348,1034,37537,Constant,Medium burst
7578,43757,933,2711,38635,Constant,Very long burst
8819,32589,269,4518,30230,Reverse Sorted,Long burst
9315,18161,246,667,10617,Reverse Sorted,Short burst
6717,17282,150,3963,11461,Random,Short burst
5760,30529,984,118,17858,Constant,Medium burst
8724,13987,956,3474,10323,Sorted,Short burst
1276,48001,953,4246,10003,Reverse Sorted,Medium burst
8056,39542,688,50,48283,Sorted,Very long burst
8692,22565,489,2448,38040,Sorted,Long burst
2333,11344,588,2104,9678,Constant,Short burst
4800,19823,359,4463,15749,Sorted,Short burst
6006,25897,579,235,20492,Random,Medium burst
7960,46457,733,4873,28198,Random,Long burst
7626,17828,139,2559,17651,Reverse Sorted,Short burst
5659,44239,546,4488,26360,Sorted,Long burst
6832,39233,20,4858,21257,Random,Medium burst
2613,45889,266,3129,12163,Random,Medium burst
7930,30215,825,185,40299,Sorted,Long burst
7044,39616,378,432,19785,Random,Medium burst
8010,18080,953,4331,22293,Sorted,Medium burst
5749,1323,403,2736,28917,Random,Short burst
1196,26972,602,977,49432,Sorted,Long burst
9220,7584,807,3493,30941,Random,Medium burst
2051,12955,428,610,18585,Random,Short burst
9846,11107,891,1239,22570,Random,Medium burst
9286,17419,28,947,17660,Constant,Medium burst
7899,47504,119,2418,31245,Constant,Long burst
8904,19894,446,1788,8400,Random,Short burst
695,49504,514,3095,34905,Constant,Long burst
7975,11319,43,4430,33168,Sorted,Medium burst
9133,12469,297,3922,7968,Constant,Short burst
4539,17833,853,2448,2713,Reverse Sorted,Very short burst
6072,12200,264,4811,10240,Reverse Sorted,Short burst
958,32292,647,1443,43543,Random,Long burst
5619,33811,730,2638,37119,Constant,Long burst
7485,37168,143,3516,41861,Reverse Sorted,Very long burst
8736,12445,508,2074,31038,Random,Medium burst
4417,37492,406,3735,14100,Reverse Sorted,Medium burst
3554,47026,496,979,43794,Random,Very long burst
1130,48217,607,4359,39983,Reverse Sorted,Very long burst
9587,36134,596,4449,49121,Reverse Sorted,Very long burst
8006,19130,969,3276,10143,Constant,Short burst
1547,41536,656,1453,18608,Random,Medium burst
2950,25444,822,249,22829,Reverse Sorted,Medium burst
8206,23860,694,3801,41992,Random,Long burst
7251,13313,222,2335,17480,Constant,Short burst
9603,50000,842,720,5358,Reverse Sorted,Medium burst
7052,5101,359,1778,16209,Sorted,Short burst
4155,13430,28,3288,14201,Sorted,Short burst
5502,4833,128,1299,4141,Sorted,Very short burst
9381,5899,824,928,48396,Random,Long burst
1772,18339,311,4396,28353,Constant,Medium burst
4632,40704,294,3401,12470,Random,Medium burst
5024,20695,236,2573,17555,Random,Short burst
6185,28348,516,547,30597,Sorted,Medium burst
7834,24193,510,2037,31090,Constant,Medium burst
4964,48215,221,1027,47335,Reverse Sorted,Very long burst
9416,47229,365,3094,26476,Random,Long burst
1321,41354,710,2798,9933,Sorted,Medium burst
2960,36950,496,4929,41305,Random,Long burst
8528,2354,330,2526,11114,Random,Short burst
9436,32058,672,588,32272,Constant,Long burst
3353,3485,232,4090,44657,Reverse Sorted,Medium burst
3882,44085,649,950,34726,Random,Long burst
7057,19778,769,1516,32858,Random,Medium burst
866,40764,572,3065,42303,Reverse Sorted,Long burst
2781,33826,200,4355,4481,Constant,Short burst
7810,19780,509,1783,8931,Random,Short burst
7582,34522,504,540,42415,Constant,Long burst
5186,16167,246,1759,9635,Constant,Short burst
8064,18565,31,1803,46252,Random,Long burst
2765,49346,631,1968,12107,Reverse Sorted,Medium burst
3613,22155,336,2084,4481,Random,Short burst
595,10506,554,2761,23077,Random,Short burst
5922,6783,136,1536,2417,Sorted,Very short burst
2172,42122,374,1550,23240,Reverse Sorted,Medium burst
7895,45576,877,247,8676,Sorted,Medium burst
8629,3825,53,2017,8011,Reverse Sorted,Very short burst
4049,31283,528,4666,18054,Random,Medium burst
6133,3643,137,1584,31744,Constant,Medium burst
8428,36305,612,1763,19668,Sorted,Medium burst
2655,12917,139,1398,13748,Sorted,Short burst
6470,31800,538,4833,42059,Sorted,Long burst
4515,27026,330,4612,32898,Sorted,Long burst
6059,29396,195,3894,34745,Reverse Sorted,Long burst
9207,37943,631,645,49561,Constant,Very long burst
6093,28106,807,188,28374,Constant,Medium burst
5121,40416,991,1064,22937,Random,Medium burst
3007,8051,357,291,24836,Random,Short burst
3014,49758,490,2413,32242,Sorted,Long burst
3970,35936,931,782,9911,Random,Short burst
9290,48180,684,184,27035,Random,Long burst
5185,2746,968,3309,25993,Reverse Sorted,Short burst
6646,39921,596,3811,26680,Random,Long burst
495,44401,720,2676,7960,Random,Medium burst
1038,8149,933,3190,8544,Random,Very short burst
9928,41709,930,2536,7302,Constant,Medium burst
2610,1388,966,2174,23289,Constant,Short burst
4736,42483,370,1560,32346,Random,Long burst
1749,29924,296,1868,45248,Sorted,Long burst
3790,42059,191,4903,43653,Constant,Very long burst
3535,11575,460,2846,26644,Reverse Sorted,Medium burst
3301,23199,106,4562,29279,Reverse Sorted,Medium burst
4279,48472,572,4352,30910,Reverse Sorted,Long burst
8505,10450,323,1693,49638,Random,Long burst
3337,5913,555,2818,49381,Sorted,Long burst
3962,39805,964,4456,35341,Reverse Sorted,Long burst
158,4069,30,3414,24903,Sorted,Short burst
5038,1742,705,1449,36421,Reverse Sorted,Medium burst
3071,37597,814,1600,1540,Sorted,Short burst
9819,30585,585,3461,35979,Random,Long burst
8414,10987,506,132,43518,Random,Long burst
9728,18809,412,1529,42090,Reverse Sorted,Long burst
9454,31271,133,2970,44703,Reverse Sorted,Very long burst
3445,27138,622,2333,22927,Constant,Medium burst
2586,36663,128,2490,4820,Reverse Sorted,Short burst
661,22115,862,1832,19615,Constant,Short burst
4081,8539,599,654,26401,Constant,Short burst
6361,8698,979,4383,32701,Random,Medium burst
1837,34854,702,780,8690,Random,Short burst
9196,4324,720,1410,34790,Constant,Medium burst
3654,24499,486,2128,39122,Reverse Sorted,Long burst
9226,3936,968,1027,5226,Constant,Very short burst
7195,28514,881,1687,26272,Reverse Sorted,Medium burst
8366,41357,711,2031,42997,Random,Very long burst
394,16557,849,3000,1813,Reverse Sorted,Very short burst
8312,1810,112,3350,42618,Constant,Medium burst
9330,10319,342,4054,28003,Reverse Sorted,Medium burst
5430,48733,887,632,18467,Constant,Long burst
4755,13957,796,509,36742,Reverse Sorted,Medium burst
1209,977,468,185,33035,Constant,Short burst
3871,9406,139,2026,24065,Random,Short burst
8663,10368,762,1027,3624,Constant,Very short burst
6223,19046,143,333,6505,Random,Short burst
7747,33776,166,2947,14381,Constant,Medium burst
1274,7819,434,2448,8549,Constant,Very short burst
1264,33649,444,4162,36500,Sorted,Long burst
9384,48555,398,1288,11203,Sorted,Medium burst
9575,2345,946,3516,12928,Sorted,Short burst
9137,24184,327,2511,31759,Sorted,Long burst
8812,30358,679,3216,14457,Reverse Sorted,Medium burst
4566,45830,514,3754,38111,Random,Very long burst
5638,43178,880,2103,25587,Random,Long burst
7211,27167,199,829,37375,Sorted,Long burst
8534,25793,621,2184,26312,Reverse Sorted,Medium burst
2900,25393,420,2286,1509,Constant,Short burst
4707,5129,955,1689,43228,Constant,Medium burst
7362,6204,987,469,7094,Random,Very short burst
1641,2276,61,1876,13458,Random,Very short burst
2865,48781,570,3188,39513,Reverse Sorted,Very long burst
4591,48496,455,3739,22200,Constant,Long burst
3183,31736,621,256,36810,Reverse Sorted,Long burst
5456,1744,453,3440,5910,Constant,Very short burst
1957,1833,391,3920,7572,Sorted,Very short burst
869,4169,772,3846,38068,Sorted,Medium burst
1522,18084,383,2584,10081,Reverse Sorted,Short burst
8698,48847,985,2230,22887,Random,Long burst
3072,27777,575,4260,20336,Reverse Sorted,Medium burst
1972,2433,384,4356,28913,Reverse Sorted,Short burst
5699,34014,398,4277,23080,Constant,Medium burst
2369,42300,658,1447,41378,Constant,Long burst
5375,24857,683,4299,45641,Constant,Long burst
4849,27571,875,1496,27084,Constant,Medium burst
6671,7327,813,1001,32704,Random,Medium burst
9473,31344,488,4071,4033,Random,Short burst
5172,49465,413,1767,23418,Sorted,Long burst
9731,26164,602,4292,43727,Reverse Sorted,Long burst
5563,1292,477,3855,10324,Sorted,Very short burst
7550,40195,741,3248,33232,Constant,Long burst
8520,18151,606,4860,2201,Reverse Sorted,Short burst
4059,43010,514,1646,17632,Constant,Medium burst
1413,39637,92,3783,9003,Reverse Sorted,Short burst
7947,48068,328,3266,27471,Random,Long burst
1170,19574,76,956,25805,Constant,Medium burst
9266,8374,423,3800,3675,Reverse Sorted,Very short burst
3385,17176,462,4108,10476,Reverse Sorted,Short burst
9049,40132,755,2204,20259,Constant,Long burst
3195,37290,207,4974,9512,Random,Medium burst
420,18532,268,1387,41062,Random,Medium burst
2421,31385,698,4156,44858,Random,Long burst
655,11508,307,2545,1509,Reverse Sorted,Very short burst
5039,45370,289,3024,15563,Random,Medium burst
5532,48610,309,2492,18024,Reverse Sorted,Long burst
1486,44378,138,4523,20634,Sorted,Medium burst
4863,5671,507,410,4747,Random,Very short burst
6954,10089,892,3114,21287,Constant,Short burst
7737,18577,447,4787,26887,Constant,Medium burst
4941,7210,701,622,37104,Constant,Medium burst
3967,20736,301,2005,18802,Constant,Short burst
3893,38727,216,3094,8599,Sorted,Medium burst
7473,15437,303,1634,10650,Sorted,Short burst
2613,10254,949,2283,20843,Random,Short burst
3903,26188,859,3342,31232,Random,Medium burst
2427,7548,992,3296,41080,Constant,Medium burst
8909,23068,696,1864,41110,Constant,Long burst
2265,32547,38,4091,44527,Constant,Long burst
3408,9983,188,1939,43297,Reverse Sorted,Medium burst
6552,18045,50,1949,29268,Random,Medium burst
8167,17913,479,2705,30185,Constant,Medium burst
7742,29413,201,2379,1346,Constant,Short burst
6504,45717,353,3768,44418,Constant,Very long burst
1092,48622,758,1106,10612,Sorted,Medium burst
5524,34246,825,2179,43814,Sorted,Long burst
9669,9209,982,1556,20466,Sorted,Short burst
4481,25858,746,1680,47477,Reverse Sorted,Long burst
3274,49028,635,1041,2631,Reverse Sorted,Medium burst
4882,11523,287,4640,2999,Random,Very short burst
9597,30351,364,1243,16452,Constant,Medium burst
5660,29256,538,4018,24653,Random,Medium burst
7560,49789,95,752,13569,Random,Medium burst
3178,11645,910,1080,41900,Sorted,Medium burst
3083,21692,326,4971,23482,Constant,Medium burst
7359,47759,866,2531,40771,Sorted,Very long burst
6154,19339,911,612,35459,Sorted,Medium burst
2623,27910,702,416,36472,Constant,Long burst
9777,40660,346,843,22924,Random,Long burst
4681,11947,872,3153,42170,Random,Medium burst
5709,21533,154,4781,27266,Sorted,Medium burst
2101,41855,324,1036,2777,Constant,Short burst
1487,10629,234,1007,15843,Random,Short burst
6652,30858,432,3645,36915,Reverse Sorted,Long burst
1130,14407,63,904,31018,Random,Medium burst
1320,22137,903,1619,9057,Constant,Short burst
6135,38696,953,2306,19883,Constant,Medium burst
9910,22869,942,3959,22450,Constant,Medium burst
9555,29981,825,4153,26505,Sorted,Long burst
6623,32181,77,4882,26890,Random,Long burst
8174,3089,628,2272,43733,Reverse Sorted,Medium burst
9163,24060,343,4226,36013,Sorted,Long burst
934,3534,86,287,34953,Random,Short burst
9210,669,548,3338,3464,Constant,Very short burst
1824,27413,865,4332,9575,Random,Short burst
6698,3739,164,4775,48303,Constant,Long burst
2513,3915,81,1782,47825,Constant,Medium burst
9605,20452,510,3111,30566,Random,Medium burst
6093,11908,456,864,29499,Random,Medium burst
4598,3984,701,4759,2521,Reverse Sorted,Very short burst
2205,18725,568,1236,18363,Random,Short burst
2668,15423,763,2275,16402,Random,Short burst
9430,21436,368,1034,21561,Sorted,Medium burst
309,40112,286,847,4610,Constant,Short burst
9356,19910,892,4212,6700,Constant,Short burst
5011,30497,322,593,12462,Reverse Sorted,Short burst
2320,37233,114,569,8573,Sorted,Short burst
333,40452,980,2596,43444,Reverse Sorted,Long burst
892,22363,104,1504,18267,Random,Short burst
3210,5880,228,1108,28103,Reverse Sorted,Short burst
2266,21210,691,2286,17507,Constant,Short burst
8626,15785,887,1162,32247,Sorted,Medium burst
9651,27760,953,3456,34293,Random,Long burst
5293,33379,804,996,49326,Sorted,Very long burst
1314,16643,137,4080,11347,Sorted,Short burst
4519,7913,209,185,23795,Reverse Sorted,Short burst
7414,32078,938,2643,7099,Random,Short burst
8575,15226,341,842,10568,Sorted,Short burst
312,27515,556,1186,5406,Sorted,Short burst
1758,6483,875,1412,29037,Reverse Sorted,Short burst
5124,19678,665,604,37903,Sorted,Long burst
9709,27490,301,2622,5876,Constant,Short burst
6017,10821,75,3453,26156,Constant,Medium burst
5241,44329,981,2304,31871,Random,Long burst
1894,36866,740,1416,19377,Random,Medium burst
6088,34794,577,998,31906,Reverse Sorted,Long burst
8396,41177,666,153,38293,Sorted,Long burst
5678,35237,413,1096,48095,Reverse Sorted,Very long burst
5651,42411,734,4076,45895,Reverse Sorted,Very long burst
3945,18386,615,2664,44760,Constant,Long burst
7006,44796,627,3381,47306,Sorted,Very long burst
478,23291,605,1013,10643,Constant,Short burst
3393,8801,657,3321,17587,Constant,Short burst
3429,35622,155,887,12018,Random,Medium burst
4908,38587,770,2508,5213,Reverse Sorted,Short burst
8037,33493,539,931,11044,Constant,Medium burst
324,47788,411,3238,23307,Random,Long burst
837,36279,134,4569,45425,Random,Long burst
335,37394,523,2252,40133,Sorted,Long burst
811,33881,341,3384,22376,Sorted,Medium burst
6088,14582,489,2248,23590,Constant,Medium burst
1988,49750,721,261,44403,Random,Very long burst
7273,5958,956,1265,27628,Random,Medium burst
1359,42270,659,930,24885,Random,Medium burst
5346,22800,724,804,41227,Reverse Sorted,Long burst
7371,3199,407,750,3192,Random,Very short burst
848,29985,803,2269,22433,Reverse Sorted,Medium burst
3651,40785,824,420,20093,Sorted,Medium burst
6500,1519,39,1782,31617,Constant,Medium burst
6743,32971,65,851,42918,Sorted,Long burst
8801,49171,640,1039,32682,Constant,Very long burst
1923,20770,947,4821,37842,Random,Medium burst
6952,23115,141,465,11250,Constant,Short burst
7877,14198,240,3015,33836,Constant,Medium burst
4332,49418,404,3387,47783,Sorted,Very long burst
6619,38846,161,3662,2637,Constant,Short burst
1877,7229,511,1670,39431,Random,Medium burst
1322,40229,991,1585,42161,Reverse Sorted,Long burst
7730,11671,972,4394,42225,Random,Long burst
1877,14447,942,2842,7251,Constant,Very short burst
9596,35225,515,622,36893,Sorted,Long burst
7590,19950,395,4943,34006,Random,Long burst
4959,13800,917,4906,22430,Constant,Medium burst
8993,19564,542,3705,32062,Sorted,Medium burst
8218,4941,974,342,41785,Reverse Sorted,Medium burst
3089,46279,976,4343,34058,Sorted,Long burst
8443,19832,457,129,7464,Constant,Short burst
1425,20615,589,4282,2808,Sorted,Very short burst
9593,34369,135,4358,11281,Constant,Medium burst
5227,22368,564,1912,30893,Sorted,Medium burst
9098,42497,703,668,30304,Sorted,Long burst
2822,21115,498,1009,35698,Sorted,Medium burst
4756,14115,621,3328,40757,Constant,Medium burst
1425,15232,900,3785,46040,Sorted,Long burst
4233,25867,455,2263,9998,Constant,Short burst
9451,45634,479,3624,15517,Random,Long burst
2969,43238,358,4046,41547,Reverse Sorted,Very long burst
1342,46260,517,2527,43866,Random,Very long burst
8639,1481,466,3301,48848,Reverse Sorted,Long burst
1931,22054,995,2218,23969,Constant,Medium burst
1669,25819,917,3295,36444,Random,Long burst
7346,16630,761,2428,16783,Reverse Sorted,Short burst
2018,19315,394,1772,32107,Reverse Sorted,Medium burst
6516,9066,721,1211,46631,Random,Long burst
3332,26829,938,1939,4759,Random,Short burst
3858,6849,457,2090,15789,Constant,Short burst
6097,11228,637,4021,29645,Reverse Sorted,Medium burst
2455,40816,124,3451,10810,Constant,Medium burst
9689,18875,461,3359,14214,Constant,Short burst
1924,22314,663,1149,6121,Sorted,Short burst
7380,36714,128,4068,30482,Constant,Long burst
4160,22045,102,1738,33472,Reverse Sorted,Medium burst
5424,46088,919,4182,47321,Sorted,Very long burst
504,19453,530,894,10000,Constant,Short burst
1821,3372,594,1693,49187,Constant,Medium burst
5416,9868,547,2383,32087,Reverse Sorted,Medium burst
3945,34603,442,1313,1941,Sorted,Short burst
4310,5913,760,2984,35106,Random,Medium burst
164,29769,883,3735,2321,Random,Short burst
9591,49764,154,265,19038,Sorted,Long burst
6482,20656,77,4826,46972,Sorted,Long burst
9707,13923,709,3707,4068,Sorted,Short burst
1068,38562,887,2390,22122,Sorted,Medium burst
468,43305,140,1557,40361,Random,Long burst
8524,2487,742,2140,42354,Constant,Medium burst
2342,38097,290,3428,1791,Reverse Sorted,Short burst
5102,18869,798,1166,48191,Random,Long burst
3183,28368,661,2790,11136,Reverse Sorted,Short burst
8173,11934,575,2211,16747,Random,Short burst
9212,15048,522,3306,1743,Sorted,Short burst
8980,17136,649,3018,7524,Random,Short burst
1569,32883,10,1198,14866,Random,Medium burst
4825,42696,694,3226,40342,Sorted,Very long burst
4359,17507,951,4303,17315,Constant,Short burst
3722,36424,441,3395,30911,Sorted,Long burst
923,30711,400,4011,46332,Constant,Long burst
3531,11828,275,1190,33961,Random,Medium burst
6628,3889,408,2983,41662,Random,Medium burst
4251,9958,817,2157,5274,Reverse Sorted,Very short burst
4313,3445,265,2498,30838,Reverse Sorted,Short burst
7520,9852,404,877,15332,Random,Short burst
9089,10986,961,1253,25793,Reverse Sorted,Medium burst
879,41900,183,3353,37350,Constant,Long burst
2992,2592,54,894,16418,Sorted,Short burst
5634,37027,864,3021,49473,Random,Very long burst
3406,5612,150,1318,46612,Random,Medium burst
3002,17437,548,4783,41897,Reverse Sorted,Long burst
3818,38172,754,4794,12682,Random,Medium burst
121,46526,730,1679,22727,Random,Medium burst
1600,1612,59,3580,44775,Constant,Medium burst
9134,36045,70,853,4903,Constant,Short burst
3741,32240,252,177,13115,Sorted,Medium burst
5312,23981,278,1001,46132,Random,Long burst
291,48855,149,2314,8962,Reverse Sorted,Medium burst
8687,10525,166,69,13025,Sorted,Short burst
7274,34582,606,3688,30903,Reverse Sorted,Long burst
5214,14062,605,1831,17907,Random,Short burst
4762,11804,285,3884,4296,Reverse Sorted,Very short burst
4426,7515,40,3181,21863,Reverse Sorted,Short burst
9165,45385,17,4820,41479,Sorted,Very long burst
4435,6210,801,4884,6685,Random,Very short burst
8381,13088,724,606,7647,Sorted,Short burst
8748,21467,944,2294,31145,Random,Medium burst
9296,22404,42,3033,41562,Constant,Long burst
5594,24756,819,3613,39358,Sorted,Long burst
8636,25552,664,2775,21767,Random,Medium burst
2811,15936,461,4649,34166,Constant,Medium burst
7695,22315,458,4883,6430,Constant,Short burst
6373,15696,937,4937,4880,Constant,Short burst
6384,18589,916,3381,1126,Sorted,Short burst
9408,18104,871,246,19154,Constant,Medium burst
8917,3006,46,2878,40793,Random,Medium burst
4094,33084,668,4889,49048,Sorted,Very long burst
1778,21209,956,4038,46013,Reverse Sorted,Long burst
8514,45340,749,2519,6925,Constant,Medium burst
843,49404,43,1680,48415,Sorted,Very long burst
562,47611,464,3328,3081,Reverse Sorted,Short burst
1668,38747,453,2088,35825,Sorted,Long burst
1836,43702,246,2529,6287,Constant,Short burst
8003,3590,221,4380,39671,Constant,Medium burst
7102,39765,830,4624,6335,Reverse Sorted,Medium burst
8956,22052,149,2525,3989,Random,Short burst
1456,29635,711,4811,41343,Constant,Long burst
1114,15191,617,3359,47831,Reverse Sorted,Long burst
1154,40261,715,3228,29173,Constant,Long burst
1864,34241,991,1437,6721,Random,Short burst
6109,22161,370,691,49145,Reverse Sorted,Long burst
4558,41525,313,624,17723,Random,Medium burst
9704,6592,305,3194,3728,Constant,Very short burst
767,36174,161,1771,18975,Reverse Sorted,Medium burst
3470,1070,955,1068,25227,Sorted,Short burst
6076,12584,232,4108,23167,Random,Medium burst
1494,807,205,3470,36929,Constant,Medium burst
8390,4242,609,449,10500,Constant,Short burst
4170,42242,308,4740,9175,Random,Medium burst
7082,29292,538,1506,38397,Reverse Sorted,Long burst
8713,1265,497,1645,48536,Sorted,Long burst
5699,42232,220,166,7901,Constant,Medium burst
3750,24698,241,432,11890,Random,Short burst
9424,8235,879,2179,12315,Random,Short burst
9994,16702,704,1900,16426,Sorted,Short burst
3720,47699,683,881,32316,Sorted,Long burst
3290,11877,376,2750,36065,Constant,Medium burst
8889,46542,490,2831,16239,Sorted,Long burst
491,14797,591,3531,15750,Random,Short burst
1175,8536,581,2167,24674,Reverse Sorted,Short burst
2750,40864,188,4532,14513,Reverse Sorted,Medium burst
2484,24869,493,2056,27085,Random,Medium burst
909,35317,598,2621,39086,Random,Long burst
8147,37943,504,346,49248,Random,Very long burst
5601,2163,978,768,27156,Constant,Short burst
6995,39744,556,3186,20817,Random,Medium burst
1259,12528,939,3129,5633,Sorted,Very short burst
7674,20323,25,60,35819,Random,Long burst
1631,15577,475,4930,4876,Random,Very short burst
5581,40411,411,460,6908,Constant,Medium burst
7648,20131,303,2989,7427,Random,Short burst
5076,2410,180,2704,46777,Sorted,Medium burst
5795,34000,41,3236,49119,Sorted,Very long burst
8545,20397,272,3500,2823,Sorted,Short burst
3648,37877,224,648,36508,Random,Long burst
6263,11634,992,873,35556,Constant,Medium burst
6771,37724,567,2447,16641,Constant,Medium burst
5364,27397,198,4164,11896,Constant,Short burst
1331,47780,795,362,13915,Sorted,Medium burst
2523,36603,592,3024,20804,Constant,Medium burst
8171,48813,817,3788,20411,Random,Long burst
4361,46082,609,2542,4101,Random,Medium burst
9865,7556,855,1995,29536,Reverse Sorted,Medium burst
3008,29450,955,280,39641,Sorted,Long burst
4812,3253,270,3790,4588,Reverse Sorted,Very short burst
6855,32441,191,2722,15709,Reverse Sorted,Medium burst
9917,34640,514,3504,21229,Sorted,Medium burst
3983,14734,351,3633,23121,Sorted,Short burst
3615,10136,963,93,26723,Reverse Sorted,Short burst
3503,3876,31,2974,12709,Random,Very short burst
4698,31283,83,3743,2417,Reverse Sorted,Short burst
5108,41749,611,2320,21293,Sorted,Medium burst
6322,43525,856,3507,45649,Random,Very long burst
4109,16947,175,2999,36540,Reverse Sorted,Medium burst
2835,20829,243,2368,27745,Reverse Sorted,Medium burst
4591,17213,384,3435,36017,Reverse Sorted,Medium burst
8693,5358,442,2344,49847,Sorted,Long burst
1074,19972,650,3045,21242,Reverse Sorted,Short burst
323,17024,343,3688,3749,Sorted,Very short burst
4713,46887,813,4966,33008,Random,Long burst
6877,5039,616,3417,19989,Constant,Short burst
8527,19357,549,3334,35615,Random,Long burst
4311,38862,875,2392,47921,Reverse Sorted,Very long burst
325,37171,44,220,9770,Sorted,Short burst
8283,5864,453,4391,2136,Reverse Sorted,Very short burst
4377,949,240,1689,12602,Random,Very short burst
1441,21330,327,666,36901,Constant,Medium burst
4136,21578,352,289,11466,Constant,Short burst
8501,38074,439,4543,11413,Sorted,Medium burst
3827,1369,885,1906,47075,Random,Medium burst
4028,39347,988,972,2157,Random,Short burst
2903,40575,646,4937,8452,Sorted,Medium burst
9401,28640,475,1954,13050,Sorted,Medium burst
6658,4159,88,3199,27225,Sorted,Short burst
493,36870,902,862,41043,Reverse Sorted,Long burst
6939,41852,582,1780,15478,Reverse Sorted,Medium burst
9135,14885,458,881,30240,Sorted,Medium burst
9816,44251,738,3474,22797,Sorted,Long burst
8895,19837,291,2257,38140,Constant,Long burst
681,5631,684,4889,6611,Constant,Very short burst
232,1858,66,3482,18970,Reverse Sorted,Short burst
2938,26114,984,4958,31166,Constant,Medium burst
3485,17271,200,3418,19707,Sorted,Short burst
3870,14103,653,2277,1233,Random,Very short burst
2368,16746,472,2310,33001,Sorted,Medium burst
1075,17716,51,4675,41684,Constant,Medium burst
7705,41709,495,2967,1031,Reverse Sorted,Short burst
7313,43487,182,3570,29014,Sorted,Long burst
9835,42988,688,4430,26947,Sorted,Long burst
2935,21077,259,2758,9951,Constant,Short burst
2838,42820,519,1870,4203,Random,Short burst
9649,11801,511,698,39662,Sorted,Long burst
4234,10015,202,238,2794,Reverse Sorted,Very short burst
9608,27302,799,1272,46848,Reverse Sorted,Very long burst
6933,1391,916,528,1761,Random,Very short burst
8453,22472,759,3112,29936,Constant,Medium burst
2009,48353,751,2075,16574,Random,Medium burst
9419,21432,174,4662,34049,Reverse Sorted,Long burst
9950,4692,764,1938,5071,Sorted,Very short burst
2063,16628,99,1600,13095,Reverse Sorted,Short burst
5253,23336,700,2966,22009,Random,Medium burst
1066,25337,996,3305,29631,Reverse Sorted,Medium burst
989,23278,67,2856,23362,Constant,Medium burst
3161,43630,982,83,31700,Random,Long burst
6561,17208,272,345,48105,Reverse Sorted,Long burst
6266,42445,657,2550,32232,Sorted,Long burst
7067,24732,759,3829,42775,Sorted,Long burst
9958,39912,828,3626,18854,Random,Long burst
8201,5282,252,1479,4287,Sorted,Very short burst
7479,26815,672,2239,47782,Random,Long burst
9733,10552,867,2037,23090,Sorted,Medium burst
7380,20021,885,4793,28161,Reverse Sorted,Medium burst
1167,4398,768,2932,17894,Sorted,Short burst
4323,17719,228,1759,47853,Reverse Sorted,Long burst
9118,4654,18,2827,41729,Random,Medium burst
4707,36046,439,3747,47300,Sorted,Very long burst
4085,14309,815,1597,26130,Constant,Medium burst
3279,26472,888,512,45665,Constant,Long burst
4638,39677,22,3365,40552,Constant,Long burst
2462,13023,784,3354,28718,Sorted,Medium burst
2324,37581,916,563,47964,Reverse Sorted,Very long burst
6471,22530,979,4146,40356,Random,Long burst
1826,40876,234,3616,43184,Sorted,Long burst
5891,20605,752,3853,35633,Random,Long burst
8173,46985,699,3737,49720,Random,Very long burst
8558,24795,768,3988,1765,Sorted,Short burst
7113,12364,76,3539,33158,Reverse Sorted,Medium burst
937,44482,818,1521,25640,Constant,Long burst
4684,13376,678,387,37217,Random,Medium burst
786,18555,686,3131,6765,Random,Short burst
456,34184,512,3462,16461,Sorted,Medium burst
9163,22472,193,2442,16336,Random,Medium burst
4747,25993,217,1026,31761,Sorted,Medium burst
4518,9825,537,2295,38742,Random,Medium burst
6742,37275,309,4118,2383,Reverse Sorted,Short burst
3491,20873,827,1753,16458,Reverse Sorted,Short burst
4457,36753,250,921,3435,Constant,Short burst
4979,21681,464,3459,29736,Constant,Medium burst
5419,11461,984,2639,30992,Reverse Sorted,Medium burst
2839,18205,751,4602,35218,Constant,Medium burst
9610,45176,911,1599,41692,Constant,Very long burst
9827,36622,539,3557,49822,Constant,Very long burst
4884,26604,668,4511,24442,Reverse Sorted,Medium burst
977,14009,253,2671,24700,Constant,Short burst
2970,7601,572,2579,39396,Sorted,Medium burst
392,5243,971,2207,17825,Constant,Short burst
9943,9451,780,2406,27013,Sorted,Medium burst
8828,7514,247,209,28763,Constant,Medium burst
2786,36680,255,4989,30574,Sorted,Long burst
333,42408,354,2152,48556,Constant,Very long burst
2474,43539,493,2858,3367,Sorted,Short burst
2372,8719,319,2049,5865,Constant,Very short burst
1066,7663,570,2631,42842,Sorted,Medium burst
989,2970,293,3043,40927,Reverse Sorted,Medium burst
3963,43998,47,2984,6198,Random,Medium burst
6254,17043,805,2361,32076,Random,Medium burst
3500,19776,41,2845,8286,Reverse Sorted,Short burst
8326,37381,252,4378,31281,Reverse Sorted,Long burst
4642,13914,562,4378,20734,Sorted,Short burst
3623,8249,301,3638,3829,Sorted,Very short burst
1863,24682,624,3166,36381,Constant,Medium burst
3391,12414,301,4703,2915,Constant,Very short burst
2588,15507,628,3797,40980,Random,Medium burst
